inst#,actual,predicted,error,prediction
152,4:4,4:4,,0.99
153,4:4,4:4,,1
154,4:4,4:4,,0.91
155,4:4,4:4,,1
156,1:1,1:1,,0.82
157,3:3,3:3,,0.94
158,7:7,7:7,,1
159,2:2,1:1,+,0.71
160,5:5,5:5,,1
161,4:4,4:4,,1
162,5:5,5:5,,1
163,2:2,2:2,,0.87
164,4:4,4:4,,1
165,3:3,3:3,,1
166,3:3,3:3,,1
167,4:4,4:4,,1
168,3:3,3:3,,1
169,1:1,1:1,,0.89
170,5:5,5:5,,1
171,7:7,7:7,,1
172,2:2,2:2,,0.79
173,4:4,4:4,,1
174,5:5,5:5,,1
175,3:3,3:3,,1
176,1:1,1:1,,0.99
177,4:4,4:4,,0.98
178,1:1,1:1,,0.97
179,5:5,5:5,,1
180,7:7,7:7,,1
181,2:2,2:2,,1
182,1:1,1:1,,0.52
183,4:4,4:4,,1
184,7:7,7:7,,1
185,2:2,2:2,,0.99
186,4:4,4:4,,1
187,4:4,4:4,,1
188,2:2,2:2,,0.99
189,5:5,5:5,,1
190,2:2,2:2,,0.87
191,2:2,1:1,+,0.68
192,5:5,5:5,,1
193,2:2,2:2,,0.96
194,2:2,2:2,,0.87
195,6:6,6:6,,1
196,4:4,4:4,,1
197,3:3,3:3,,1
198,5:5,5:5,,1
199,5:5,5:5,,1
200,2:2,2:2,,0.94
201,7:7,7:7,,1
202,2:2,2:2,,0.93
203,6:6,6:6,,0.98
204,2:2,2:2,,0.87
205,1:1,1:1,,1
206,7:7,7:7,,1
207,4:4,4:4,,1
208,3:3,3:3,,1
209,2:2,1:1,+,0.58
210,2:2,2:2,,0.87
211,5:5,5:5,,1
212,5:5,5:5,,1
213,1:1,1:1,,0.81
214,3:3,3:3,,1
215,7:7,7:7,,1
216,4:4,4:4,,1
217,7:7,7:7,,1
218,4:4,4:4,,1
219,2:2,2:2,,1
220,1:1,1:1,,0.92
221,5:5,5:5,,1
222,1:1,1:1,,0.93
223,1:1,1:1,,1
224,4:4,4:4,,0.98
225,4:4,4:4,,1
226,4:4,4:4,,0.99
227,4:4,4:4,,1
228,3:3,3:3,,1
229,6:6,6:6,,1
230,4:4,4:4,,1
231,1:1,1:1,,0.93
232,3:3,3:3,,1
233,1:1,1:1,,0.88
234,4:4,4:4,,1
235,6:6,6:6,,1
236,4:4,4:4,,1
237,4:4,4:4,,1
238,2:2,1:1,+,0.91
239,4:4,4:4,,1
240,4:4,4:4,,1
241,7:7,7:7,,1
242,6:6,6:6,,1
243,4:4,4:4,,1
244,4:4,4:4,,1
245,2:2,1:1,+,0.55
246,4:4,4:4,,1
247,5:5,5:5,,1
248,2:2,2:2,,0.75
249,4:4,4:4,,0.98
250,2:2,2:2,,0.91
251,3:3,3:3,,1
252,4:4,4:4,,1
253,4:4,4:4,,1
254,1:1,1:1,,0.54
255,1:1,1:1,,0.7
256,2:2,2:2,,0.99
257,4:4,4:4,,1
258,3:3,3:3,,1
259,6:6,6:6,,1
260,4:4,4:4,,1
261,4:4,4:4,,1
262,4:4,4:4,,1
263,4:4,4:4,,1
264,1:1,1:1,,1
265,1:1,1:1,,0.66
266,2:2,2:2,,0.79
267,4:4,4:4,,1
268,1:1,1:1,,0.65
269,4:4,4:4,,1
270,4:4,4:4,,1
271,4:4,4:4,,1
272,2:2,2:2,,1
273,3:3,3:3,,1
274,7:7,7:7,,1
275,5:5,5:5,,1
276,2:2,2:2,,1
277,4:4,4:4,,1
278,1:1,1:1,,0.88
279,5:5,5:5,,1
280,3:3,3:3,,1
281,4:4,4:4,,1
282,5:5,5:5,,1
283,7:7,7:7,,1
284,7:7,7:7,,1
285,2:2,2:2,,1
286,1:1,1:1,,1
287,1:1,1:1,,0.98
288,4:4,4:4,,1
289,2:2,2:2,,1
290,2:2,2:2,,1
291,5:5,5:5,,1
292,2:2,2:2,,0.9
293,2:2,2:2,,0.8
294,4:4,4:4,,1
295,7:7,7:7,,1
296,7:7,7:7,,1
297,2:2,2:2,,0.93
298,2:2,2:2,,0.66
299,2:2,2:2,,0.96
300,2:2,2:2,,0.84
301,5:5,5:5,,1
302,1:1,1:1,,0.99
303,1:1,1:1,,0.87
304,5:5,5:5,,1
305,3:3,3:3,,1
306,6:6,6:6,,1
307,5:5,5:5,,1
308,5:5,5:5,,1
309,4:4,4:4,,1
310,4:4,4:4,,1
311,3:3,3:3,,0.99
312,1:1,1:1,,0.96
313,1:1,1:1,,0.93
314,2:2,2:2,,0.98
315,3:3,3:3,,0.99
316,6:6,6:6,,1
317,4:4,4:4,,1
318,3:3,3:3,,0.99
319,2:2,2:2,,1
320,1:1,2:2,+,0.82
321,1:1,1:1,,0.77
322,3:3,3:3,,1
323,4:4,4:4,,1
324,1:1,2:2,+,0.82
325,1:1,1:1,,0.94
326,4:4,4:4,,1
327,1:1,1:1,,0.97
328,2:2,2:2,,0.99
329,2:2,2:2,,1
330,4:4,4:4,,0.93
331,7:7,7:7,,1
332,4:4,4:4,,1
333,2:2,1:1,+,0.76
334,4:4,4:4,,1
335,1:1,1:1,,0.84
336,2:2,2:2,,0.79
337,4:4,4:4,,1
338,6:6,6:6,,1
339,3:3,3:3,,0.93
340,7:7,7:7,,1
341,3:3,3:3,,1
342,4:4,4:4,,1
343,3:3,3:3,,1
344,2:2,1:1,+,0.94
345,4:4,4:4,,1
346,2:2,2:2,,0.99
347,2:2,2:2,,0.84
348,1:1,1:1,,0.98
349,4:4,4:4,,1
350,7:7,7:7,,1
351,3:3,4:4,+,0.74
352,3:3,3:3,,1
353,4:4,4:4,,1
354,4:4,4:4,,1
355,4:4,4:4,,1
356,2:2,2:2,,1
357,7:7,7:7,,1
358,2:2,1:1,+,0.68
359,2:2,2:2,,0.63
360,1:1,1:1,,0.9
361,3:3,3:3,,1
362,4:4,4:4,,1
363,1:1,1:1,,0.98
364,4:4,4:4,,1
365,6:6,6:6,,1
366,6:6,6:6,,1
367,4:4,4:4,,1
368,4:4,4:4,,1
369,4:4,4:4,,1
370,4:4,4:4,,1
371,1:1,1:1,,0.95
372,2:2,2:2,,0.96
373,6:6,6:6,,0.95
374,5:5,5:5,,1
375,4:4,4:4,,1
376,4:4,4:4,,1
377,4:4,4:4,,1
378,4:4,4:4,,1
379,2:2,2:2,,0.51
380,4:4,4:4,,1
381,1:1,1:1,,0.94
382,4:4,4:4,,1
383,4:4,4:4,,1
384,2:2,2:2,,0.94
385,3:3,3:3,,1
386,2:2,2:2,,1
387,5:5,5:5,,1
388,3:3,3:3,,1
389,3:3,3:3,,1
390,2:2,2:2,,0.93
391,4:4,4:4,,1
392,2:2,2:2,,0.96
393,7:7,7:7,,1
394,2:2,2:2,,0.97
395,2:2,2:2,,0.96
396,3:3,3:3,,1
397,3:3,3:3,,1
398,4:4,4:4,,1
399,6:6,6:6,,1
400,4:4,4:4,,1
401,4:4,4:4,,1
402,4:4,4:4,,1
403,4:4,4:4,,1
404,3:3,3:3,,1
405,2:2,2:2,,0.97
406,7:7,7:7,,1
407,2:2,2:2,,0.96
408,4:4,4:4,,1
409,3:3,3:3,,1
410,2:2,2:2,,0.83
411,5:5,5:5,,1
412,1:1,1:1,,0.75
413,4:4,4:4,,1
414,4:4,4:4,,1
415,4:4,4:4,,1
416,2:2,2:2,,0.96
417,4:4,4:4,,1
418,3:3,3:3,,1
419,4:4,4:4,,1
420,6:6,6:6,,1
421,5:5,5:5,,1
422,4:4,4:4,,1
423,4:4,4:4,,1
424,2:2,1:1,+,0.62
425,4:4,4:4,,1
426,4:4,4:4,,1
427,2:2,2:2,,1
428,4:4,4:4,,1
429,2:2,2:2,,0.72
430,2:2,1:1,+,0.52
431,1:1,1:1,,0.71
432,2:2,2:2,,0.63
433,7:7,7:7,,1
434,2:2,2:2,,0.99
435,2:2,2:2,,0.6
436,1:1,1:1,,0.96
437,3:3,3:3,,1
438,6:6,6:6,,0.99
439,7:7,7:7,,1
440,4:4,4:4,,1
441,3:3,3:3,,1
442,4:4,4:4,,1
443,4:4,4:4,,1
444,2:2,2:2,,0.98
445,1:1,1:1,,0.53
446,2:2,2:2,,1
447,7:7,7:7,,1
448,2:2,1:1,+,0.52
449,6:6,6:6,,1
450,1:1,1:1,,0.8
451,2:2,2:2,,1
452,2:2,2:2,,0.83
453,6:6,6:6,,1
454,2:2,1:1,+,0.83
455,4:4,4:4,,1
456,3:3,3:3,,1
457,6:6,6:6,,1
458,1:1,1:1,,1
459,6:6,6:6,,1
460,1:1,1:1,,0.88
461,4:4,4:4,,1
462,2:2,2:2,,1
463,6:6,6:6,,1
464,7:7,7:7,,1
465,1:1,1:1,,0.7
466,1:1,1:1,,0.55
467,4:4,4:4,,1
468,4:4,4:4,,0.81
469,3:3,3:3,,1
470,5:5,5:5,,1
471,1:1,1:1,,0.87
472,1:1,2:2,+,0.72
473,1:1,1:1,,0.96
474,2:2,2:2,,1
475,4:4,4:4,,1
476,2:2,2:2,,0.97
477,1:1,1:1,,0.77
478,1:1,2:2,+,0.51
479,4:4,4:4,,1
480,2:2,2:2,,0.97
481,4:4,4:4,,1
482,2:2,2:2,,0.98
483,5:5,5:5,,1
484,4:4,4:4,,1
485,6:6,6:6,,1
486,2:2,2:2,,0.75
487,5:5,5:5,,1
488,7:7,7:7,,1
489,1:1,1:1,,1
490,4:4,4:4,,1
491,2:2,2:2,,1
492,4:4,4:4,,1
493,2:2,2:2,,0.84
494,3:3,3:3,,1
495,1:1,1:1,,0.89
496,2:2,2:2,,0.87
497,2:2,2:2,,0.9
498,2:2,2:2,,0.91
499,4:4,4:4,,1
500,1:1,1:1,,0.55
501,4:4,4:4,,0.98
502,1:1,1:1,,0.95
503,4:4,4:4,,1
504,3:3,3:3,,1
505,4:4,4:4,,1
506,2:2,2:2,,0.87
507,3:3,3:3,,1
508,5:5,5:5,,1
509,3:3,3:3,,1
510,3:3,3:3,,1
511,2:2,2:2,,0.93
512,4:4,4:4,,0.99
513,2:2,2:2,,0.97
514,5:5,5:5,,1
515,7:7,7:7,,1
516,4:4,4:4,,1
517,7:7,7:7,,1
518,4:4,4:4,,1
519,4:4,4:4,,1
520,4:4,4:4,,0.91
521,4:4,4:4,,0.98
522,5:5,5:5,,1
523,4:4,4:4,,1
524,7:7,7:7,,1
525,7:7,7:7,,1
526,6:6,6:6,,1
527,4:4,4:4,,1
528,4:4,4:4,,1
529,3:3,3:3,,0.93
530,1:1,1:1,,0.9
531,2:2,2:2,,0.96
532,2:2,2:2,,0.92
533,2:2,1:1,+,0.79
534,3:3,3:3,,0.91
535,4:4,4:4,,1
536,4:4,4:4,,1
537,2:2,2:2,,0.62
538,3:3,3:3,,0.94
539,1:1,1:1,,0.85
540,2:2,2:2,,0.89
541,3:3,3:3,,1
542,1:1,1:1,,0.63
543,1:1,1:1,,0.69
544,4:4,4:4,,0.94
545,4:4,4:4,,1
546,4:4,4:4,,1
547,3:3,3:3,,0.91
548,4:4,4:4,,1
549,2:2,2:2,,0.91
550,4:4,4:4,,0.98
551,4:4,4:4,,1
552,3:3,3:3,,1
553,5:5,5:5,,1
554,4:4,4:4,,1
555,4:4,4:4,,1
556,4:4,4:4,,1
557,7:7,7:7,,1
558,3:3,3:3,,1
559,4:4,4:4,,1
560,7:7,7:7,,1
561,1:1,1:1,,0.62
562,4:4,4:4,,0.95
563,4:4,4:4,,0.97
564,2:2,2:2,,0.57
565,4:4,4:4,,1
566,4:4,4:4,,1
567,3:3,3:3,,1
568,4:4,4:4,,1
569,6:6,6:6,,1
570,3:3,3:3,,0.9
571,4:4,4:4,,0.99
572,3:3,3:3,,1
573,4:4,4:4,,0.99
574,5:5,5:5,,1
575,4:4,4:4,,1
576,4:4,4:4,,1
577,3:3,3:3,,1
578,3:3,3:3,,1
579,4:4,4:4,,1
580,4:4,4:4,,1
581,4:4,4:4,,0.81
582,2:2,2:2,,0.7
583,4:4,4:4,,1
584,4:4,4:4,,1
585,4:4,4:4,,1
586,2:2,2:2,,0.99
587,2:2,2:2,,0.87
588,3:3,3:3,,0.96
589,2:2,2:2,,0.67
590,3:3,3:3,,1
591,2:2,2:2,,0.83
592,4:4,4:4,,1
593,1:1,1:1,,0.91
594,4:4,4:4,,1
595,5:5,5:5,,1
596,2:2,2:2,,0.81
597,2:2,1:1,+,0.63
598,5:5,5:5,,1
599,4:4,4:4,,1
600,2:2,2:2,,0.54
601,4:4,4:4,,1
602,1:1,2:2,+,0.77
603,3:3,3:3,,1
604,4:4,4:4,,1
605,4:4,4:4,,1
606,2:2,2:2,,0.78
607,2:2,2:2,,0.98
608,4:4,4:4,,1
609,4:4,4:4,,1
610,1:1,1:1,,0.61
611,1:1,1:1,,0.58
612,3:3,3:3,,1
613,4:4,4:4,,1
614,4:4,4:4,,1
615,2:2,2:2,,0.98
616,3:3,3:3,,1
617,4:4,4:4,,0.99
618,5:5,5:5,,1
619,4:4,4:4,,1
620,2:2,2:2,,0.97
621,2:2,2:2,,0.88
622,4:4,4:4,,1
623,4:4,4:4,,1
624,4:4,4:4,,1
625,2:2,2:2,,0.9
626,1:1,1:1,,0.99
627,4:4,4:4,,0.99
628,4:4,4:4,,1
629,3:3,3:3,,1
630,3:3,3:3,,1
631,2:2,2:2,,0.67
632,4:4,4:4,,1
633,3:3,3:3,,1
634,2:2,2:2,,1
635,3:3,3:3,,1
636,4:4,4:4,,1
637,2:2,2:2,,0.98
638,3:3,3:3,,1
639,5:5,5:5,,1
640,5:5,5:5,,1
641,4:4,4:4,,1
642,1:1,1:1,,1
643,4:4,4:4,,1
644,4:4,4:4,,1
645,2:2,2:2,,0.79
646,1:1,1:1,,0.93
647,5:5,5:5,,1
648,4:4,4:4,,1
649,4:4,4:4,,1
650,3:3,3:3,,1
651,7:7,7:7,,1
652,1:1,1:1,,0.88
653,4:4,4:4,,1
654,2:2,2:2,,0.92
655,4:4,4:4,,1
656,4:4,4:4,,1
657,1:1,1:1,,0.66
658,4:4,4:4,,1
659,2:2,2:2,,0.96
660,1:1,1:1,,0.94
661,5:5,5:5,,1
662,4:4,4:4,,1
663,2:2,2:2,,0.91
664,1:1,1:1,,0.95
665,4:4,4:4,,1
666,1:1,1:1,,0.83
667,7:7,7:7,,1
668,4:4,4:4,,1
669,6:6,6:6,,1
670,1:1,1:1,,0.88
671,4:4,4:4,,1
672,3:3,3:3,,1
673,7:7,7:7,,1
674,1:1,1:1,,0.91
675,5:5,5:5,,1
676,2:2,2:2,,0.98
677,3:3,3:3,,1
678,4:4,4:4,,1
679,7:7,7:7,,1
680,3:3,3:3,,1
681,4:4,4:4,,1
682,4:4,4:4,,1
683,4:4,4:4,,1
684,4:4,4:4,,1
685,2:2,2:2,,0.93
686,3:3,3:3,,1
687,4:4,4:4,,1
688,3:3,3:3,,1
689,6:6,6:6,,1
690,5:5,5:5,,1
691,2:2,2:2,,1
692,2:2,2:2,,0.95
693,6:6,6:6,,1
694,4:4,4:4,,1
695,7:7,7:7,,1
696,5:5,5:5,,1
697,2:2,2:2,,1
698,2:2,2:2,,0.96
699,7:7,7:7,,1
700,2:2,2:2,,0.92
701,3:3,3:3,,1
702,2:2,1:1,+,0.76
703,4:4,4:4,,1
704,4:4,4:4,,1
705,4:4,4:4,,1
706,4:4,4:4,,1
707,6:6,6:6,,1
708,1:1,2:2,+,0.57
709,1:1,1:1,,0.81
710,5:5,5:5,,1
711,1:1,1:1,,0.79
712,4:4,4:4,,1
713,4:4,4:4,,1
714,3:3,3:3,,1
715,2:2,2:2,,0.97
716,7:7,7:7,,1
717,2:2,2:2,,0.76
718,2:2,2:2,,0.56
719,2:2,2:2,,0.81
720,1:1,1:1,,0.74
721,4:4,4:4,,1
722,2:2,2:2,,0.88
723,4:4,4:4,,1
724,4:4,4:4,,1
725,7:7,7:7,,1
726,4:4,4:4,,0.98
727,5:5,5:5,,1
728,4:4,4:4,,1
729,4:4,4:4,,0.93
730,1:1,1:1,,0.97
731,1:1,1:1,,0.78
732,6:6,6:6,,1
733,4:4,4:4,,1
734,7:7,7:7,,1
735,1:1,1:1,,0.99
736,4:4,4:4,,0.99
737,2:2,2:2,,0.7
738,7:7,7:7,,1
739,2:2,2:2,,0.96
740,4:4,4:4,,1
741,2:2,2:2,,0.88
742,2:2,2:2,,0.73
743,2:2,2:2,,0.88
744,4:4,4:4,,1
745,4:4,4:4,,1
746,2:2,2:2,,0.82
747,2:2,2:2,,0.98
748,3:3,3:3,,1
749,1:1,2:2,+,0.68
750,4:4,4:4,,1
751,4:4,4:4,,1
752,2:2,2:2,,0.98
753,2:2,2:2,,0.98
754,3:3,3:3,,1
755,3:3,3:3,,0.99
756,4:4,4:4,,1
757,4:4,4:4,,1
758,7:7,7:7,,1
759,7:7,7:7,,0.61
760,2:2,2:2,,0.78
761,4:4,4:4,,1
762,2:2,2:2,,0.98
763,6:6,6:6,,1
764,2:2,2:2,,0.97
765,4:4,4:4,,1
766,3:3,3:3,,1
767,6:6,6:6,,1
768,1:1,2:2,+,0.76
769,3:3,3:3,,1
770,3:3,3:3,,1
771,4:4,4:4,,0.99
772,2:2,2:2,,1
773,7:7,7:7,,1
774,5:5,5:5,,1
775,4:4,4:4,,1
776,5:5,5:5,,1
777,3:3,3:3,,1
778,5:5,5:5,,1
779,4:4,4:4,,1
780,3:3,3:3,,1
781,7:7,7:7,,1
782,2:2,2:2,,0.98
783,3:3,3:3,,1
784,5:5,5:5,,1
785,5:5,5:5,,1
786,4:4,4:4,,1
787,4:4,4:4,,0.99
788,4:4,4:4,,1
789,2:2,2:2,,0.83
790,2:2,1:1,+,0.51
791,4:4,4:4,,1
792,4:4,4:4,,1
793,4:4,4:4,,0.92
794,3:3,3:3,,1
795,3:3,3:3,,1
796,3:3,3:3,,1
797,1:1,1:1,,0.98
798,1:1,1:1,,0.9
799,3:3,3:3,,1
800,4:4,4:4,,1
801,2:2,2:2,,1
802,1:1,1:1,,0.58
803,7:7,7:7,,1
804,3:3,3:3,,0.91
805,4:4,4:4,,1
806,4:4,4:4,,1
807,1:1,2:2,+,0.78
808,3:3,3:3,,1
809,4:4,4:4,,1
810,2:2,2:2,,0.99
811,2:2,1:1,+,0.88
812,2:2,2:2,,0.87
813,4:4,4:4,,1
814,2:2,2:2,,0.94
815,2:2,2:2,,0.99
816,4:4,4:4,,1
817,4:4,4:4,,1
818,4:4,4:4,,1
819,2:2,1:1,+,0.52
820,2:2,2:2,,0.62
821,4:4,4:4,,1
822,4:4,4:4,,1
823,2:2,2:2,,0.85
824,4:4,4:4,,1
825,4:4,4:4,,1
826,1:1,2:2,+,0.82
827,2:2,2:2,,0.93
828,2:2,2:2,,0.95
829,7:7,7:7,,1
830,4:4,4:4,,1
831,2:2,2:2,,0.72
832,1:1,1:1,,0.79
833,2:2,2:2,,0.98
834,4:4,4:4,,1
835,5:5,5:5,,1
836,4:4,4:4,,1
837,3:3,3:3,,1
838,7:7,7:7,,1
839,2:2,2:2,,0.97
840,4:4,4:4,,1
841,2:2,2:2,,0.97
842,4:4,4:4,,1
843,2:2,2:2,,0.99
844,4:4,4:4,,1
845,4:4,4:4,,1
846,2:2,2:2,,0.92
847,4:4,4:4,,1
848,1:1,2:2,+,0.67
849,4:4,4:4,,0.97
850,5:5,5:5,,1
851,7:7,7:7,,1
852,2:2,2:2,,0.72
853,2:2,2:2,,1
854,3:3,3:3,,1
855,6:6,6:6,,1
856,2:2,2:2,,0.97
857,7:7,7:7,,1
858,4:4,4:4,,1
859,4:4,4:4,,1
860,3:3,3:3,,0.98
861,4:4,4:4,,1
862,2:2,2:2,,0.51
863,2:2,2:2,,0.99
864,1:1,2:2,+,0.61
865,7:7,7:7,,1
866,2:2,2:2,,1
867,4:4,4:4,,1
868,3:3,3:3,,1
869,3:3,3:3,,1
870,1:1,1:1,,0.85
871,4:4,4:4,,1
872,3:3,3:3,,1
873,2:2,1:1,+,0.59
874,4:4,4:4,,1
875,4:4,4:4,,0.99
876,2:2,2:2,,0.6
877,4:4,4:4,,1
878,4:4,4:4,,1
879,3:3,3:3,,1
880,4:4,4:4,,1
881,4:4,4:4,,1
882,3:3,3:3,,1
883,1:1,2:2,+,0.89
884,4:4,4:4,,1
885,4:4,4:4,,1
886,3:3,3:3,,1
887,4:4,4:4,,1
888,4:4,4:4,,1
889,5:5,5:5,,1
890,1:1,1:1,,0.98
891,2:2,2:2,,0.85
892,1:1,1:1,,0.89
893,2:2,2:2,,0.98
894,3:3,3:3,,1
895,4:4,4:4,,0.99
896,4:4,4:4,,1
897,3:3,3:3,,1
898,4:4,4:4,,1
899,3:3,3:3,,1
900,6:6,6:6,,1
901,4:4,4:4,,1
902,3:3,3:3,,0.93
903,3:3,3:3,,1
904,1:1,2:2,+,0.61
905,7:7,7:7,,1
906,5:5,5:5,,1
907,2:2,2:2,,0.81
908,4:4,4:4,,1
909,1:1,1:1,,0.54
910,7:7,7:7,,1
911,6:6,6:6,,1
912,1:1,1:1,,0.79
913,7:7,7:7,,1
914,7:7,7:7,,1
915,2:2,2:2,,0.99
916,4:4,4:4,,0.78
917,1:1,1:1,,0.95
918,4:4,4:4,,1
919,4:4,4:4,,1
920,5:5,5:5,,1
921,4:4,4:4,,1
922,4:4,4:4,,0.97
923,5:5,5:5,,1
924,2:2,2:2,,1
925,4:4,4:4,,1
926,2:2,2:2,,0.96
927,2:2,2:2,,0.95
928,3:3,3:3,,1
929,2:2,2:2,,1
930,4:4,4:4,,1
931,3:3,3:3,,1
932,4:4,4:4,,1
933,4:4,4:4,,1
934,5:5,5:5,,1
935,1:1,1:1,,0.65
936,1:1,1:1,,0.86
937,1:1,1:1,,0.97
938,7:7,7:7,,1
939,1:1,2:2,+,0.62
940,3:3,3:3,,1
941,3:3,3:3,,1
942,3:3,3:3,,1
943,4:4,4:4,,1
944,3:3,3:3,,1
945,7:7,7:7,,1
946,5:5,5:5,,1
947,4:4,4:4,,1
948,4:4,4:4,,1
949,2:2,2:2,,0.98
950,1:1,1:1,,0.5
951,5:5,5:5,,1
952,2:2,1:1,+,0.92
953,2:2,2:2,,0.97
954,4:4,4:4,,1
955,4:4,4:4,,1
956,2:2,2:2,,0.97
957,3:3,3:3,,0.99
958,4:4,4:4,,1
959,2:2,2:2,,0.97
960,3:3,3:3,,1
961,5:5,5:5,,1
962,4:4,4:4,,1
963,2:2,2:2,,0.91
964,3:3,3:3,,1
965,5:5,5:5,,1
966,7:7,7:7,,1
967,2:2,2:2,,0.96
968,4:4,4:4,,1
969,4:4,4:4,,1
970,4:4,4:4,,1
971,6:6,6:6,,1
972,4:4,4:4,,1
973,3:3,3:3,,1
974,5:5,5:5,,1
975,2:2,2:2,,1
976,2:2,2:2,,0.97
977,2:2,1:1,+,0.75
978,2:2,2:2,,0.85
979,5:5,5:5,,1
980,4:4,4:4,,1
981,7:7,7:7,,1
982,2:2,1:1,+,0.64
983,2:2,2:2,,1
984,1:1,1:1,,0.75
985,3:3,3:3,,1
986,7:7,7:7,,1
987,6:6,6:6,,1
988,4:4,4:4,,1
989,5:5,5:5,,1
990,1:1,1:1,,0.53
991,1:1,1:1,,0.78
992,4:4,4:4,,1
993,4:4,4:4,,1
994,4:4,4:4,,1
995,4:4,4:4,,1
996,4:4,4:4,,1
997,4:4,4:4,,1
998,6:6,6:6,,1
999,2:2,2:2,,0.98
1000,1:1,1:1,,0.87
1001,1:1,2:2,+,0.6
1002,4:4,4:4,,1
1003,3:3,3:3,,1
1004,6:6,6:6,,1
1005,3:3,3:3,,1
1006,4:4,4:4,,1
1007,5:5,5:5,,1
1008,2:2,1:1,+,0.65
1009,4:4,4:4,,1
1010,7:7,7:7,,1
1011,2:2,2:2,,1
1012,5:5,5:5,,1
